age,height_cm,weight_kg,bmi,fitness_goal
26,188,90.8,25.68,Weight Loss
32,171,49.8,17.04,Muscle Gain
36,163,54.0,20.34,Maintain
31,151,62.4,27.38,Weight Loss
22,180,67.7,20.91,Maintain
60,184,85.2,25.16,Weight Loss
31,174,88.3,29.15,Weight Loss
36,182,84.3,25.45,Weight Loss
34,153,65.2,27.87,Weight Loss
48,181,85.8,26.19,Weight Loss
47,150,37.0,16.44,Muscle Gain
40,184,96.2,28.41,Weight Loss
47,183,77.7,23.19,Maintain
26,150,69.1,30.7,Weight Loss
41,188,108.9,30.81,Weight Loss
35,189,80.9,22.66,Maintain
42,179,99.2,30.97,Weight Loss
51,164,60.1,22.35,Maintain
34,180,53.0,16.37,Muscle Gain
20,176,96.2,31.06,Weight Loss
19,151,39.8,17.46,Muscle Gain
30,185,104.4,30.51,Weight Loss
36,173,63.2,21.11,Maintain
41,183,97.6,29.14,Weight Loss
48,167,49.6,17.78,Muscle Gain
21,190,58.0,16.07,Muscle Gain
28,175,55.5,18.11,Muscle Gain
50,157,76.3,30.95,Weight Loss
34,152,37.2,16.12,Muscle Gain
34,189,93.1,26.06,Weight Loss
44,165,45.8,16.82,Muscle Gain
21,169,89.9,31.46,Weight Loss
57,161,68.4,26.39,Weight Loss
55,150,48.7,21.66,Maintain
27,151,47.4,20.78,Maintain
20,184,100.0,29.53,Weight Loss
18,161,53.4,20.61,Maintain
40,152,46.6,20.19,Maintain
24,171,48.2,16.5,Muscle Gain
33,156,64.6,26.55,Weight Loss
33,166,45.8,16.63,Muscle Gain
22,164,77.4,28.77,Weight Loss
44,182,56.4,17.02,Muscle Gain
20,167,50.0,17.93,Muscle Gain
39,170,52.6,18.21,Muscle Gain
50,151,39.1,17.17,Muscle Gain
36,173,53.2,17.79,Muscle Gain
22,170,48.4,16.74,Muscle Gain
25,173,68.4,22.87,Maintain
39,186,57.1,16.5,Muscle Gain
48,167,47.7,17.1,Muscle Gain
49,168,85.3,30.24,Weight Loss
26,162,72.5,27.61,Weight Loss
43,155,69.7,29.02,Weight Loss
48,167,67.8,24.32,Maintain
60,182,86.4,26.09,Weight Loss
52,173,50.0,16.7,Muscle Gain
24,160,81.3,31.75,Weight Loss
50,173,52.0,17.36,Muscle Gain
40,164,63.5,23.62,Maintain
40,159,75.1,29.69,Weight Loss
18,159,43.2,17.09,Muscle Gain
26,158,69.2,27.72,Weight Loss
52,162,46.8,17.82,Muscle Gain
26,179,58.7,18.33,Muscle Gain
19,160,45.3,17.69,Muscle Gain
33,190,82.6,22.88,Maintain
18,190,91.7,25.4,Weight Loss
32,150,67.3,29.91,Weight Loss
26,177,68.4,21.83,Maintain
42,174,76.4,25.24,Weight Loss
20,188,64.8,18.32,Muscle Gain
54,166,60.5,21.95,Maintain
37,161,53.6,20.67,Maintain
53,185,60.2,17.59,Muscle Gain
42,167,87.0,31.19,Weight Loss
46,164,48.8,18.16,Muscle Gain
53,184,55.3,16.34,Muscle Gain
33,163,63.1,23.76,Maintain
37,168,78.1,27.66,Weight Loss
51,169,59.1,20.71,Maintain
31,183,67.0,20.02,Maintain
22,179,54.7,17.08,Muscle Gain
34,167,46.3,16.61,Muscle Gain
45,168,69.8,24.74,Maintain
45,160,59.8,23.34,Maintain
45,161,58.1,22.42,Maintain
53,178,63.8,20.14,Maintain
29,187,61.2,17.49,Muscle Gain
41,183,59.1,17.66,Muscle Gain
36,175,88.8,28.99,Weight Loss
29,153,74.9,31.98,Weight Loss
53,167,89.1,31.95,Weight Loss
29,178,50.8,16.02,Muscle Gain
29,165,86.0,31.58,Weight Loss
53,155,40.8,17.0,Muscle Gain
33,177,81.8,26.12,Weight Loss
24,185,60.9,17.78,Muscle Gain
57,178,58.6,18.5,Maintain
24,150,49.1,21.83,Maintain
21,186,98.1,28.37,Weight Loss
24,150,46.1,20.47,Maintain
41,171,89.9,30.73,Weight Loss
18,156,75.3,30.93,Weight Loss
25,163,77.4,29.14,Weight Loss
51,158,69.5,27.85,Weight Loss
57,184,54.9,16.21,Muscle Gain
40,181,55.9,17.06,Muscle Gain
52,156,43.7,17.97,Muscle Gain
23,173,51.9,17.34,Muscle Gain
25,188,59.3,16.78,Muscle Gain
18,171,60.1,20.56,Maintain
35,188,95.3,26.97,Weight Loss
38,180,67.7,20.91,Maintain
49,184,67.2,19.86,Maintain
44,150,39.9,17.75,Muscle Gain
57,190,83.8,23.21,Maintain
28,182,58.2,17.58,Muscle Gain
33,164,68.9,25.63,Weight Loss
57,176,55.4,17.88,Muscle Gain
35,168,81.9,29.03,Weight Loss
38,178,66.7,21.04,Maintain
23,165,69.2,25.43,Weight Loss
43,183,86.1,25.72,Weight Loss
45,189,64.7,18.12,Muscle Gain
39,175,70.7,23.1,Maintain
42,186,102.3,29.58,Weight Loss
31,174,91.2,30.12,Weight Loss
29,154,68.4,28.83,Weight Loss
25,180,91.7,28.3,Weight Loss
18,170,71.1,24.59,Maintain
59,169,46.3,16.2,Muscle Gain
30,163,78.8,29.64,Weight Loss
25,181,96.2,29.35,Weight Loss
44,186,96.3,27.83,Weight Loss
39,172,50.0,16.89,Muscle Gain
26,180,79.6,24.58,Maintain
39,188,59.6,16.85,Muscle Gain
35,165,56.5,20.75,Maintain
43,158,41.9,16.77,Muscle Gain
58,171,63.7,21.78,Maintain
21,188,67.4,19.06,Maintain
28,175,57.0,18.62,Maintain
50,156,41.9,17.23,Muscle Gain
41,165,45.3,16.63,Muscle Gain
44,190,95.2,26.36,Weight Loss
51,175,79.9,26.08,Weight Loss
33,159,41.0,16.22,Muscle Gain
52,164,46.3,17.22,Muscle Gain
45,153,66.8,28.54,Weight Loss
23,165,74.6,27.39,Weight Loss
26,165,47.6,17.49,Muscle Gain
37,178,97.6,30.8,Weight Loss
19,156,42.0,17.25,Muscle Gain
41,190,69.2,19.18,Maintain
58,160,44.2,17.27,Muscle Gain
39,165,57.4,21.09,Maintain
46,165,82.2,30.19,Weight Loss
33,180,53.5,16.52,Muscle Gain
31,181,92.1,28.12,Weight Loss
30,176,55.2,17.82,Muscle Gain
21,151,54.0,23.69,Maintain
25,185,60.6,17.72,Muscle Gain
31,165,76.4,28.06,Weight Loss
20,152,46.8,20.25,Maintain
45,153,73.8,31.53,Weight Loss
45,178,54.1,17.06,Muscle Gain
48,156,40.3,16.56,Muscle Gain
30,170,69.4,24.01,Maintain
19,185,61.8,18.07,Muscle Gain
60,171,77.1,26.35,Weight Loss
31,179,78.0,24.33,Maintain
34,166,54.0,19.6,Maintain
32,154,70.1,29.57,Weight Loss
51,186,100.3,29.0,Weight Loss
36,183,57.5,17.17,Muscle Gain
51,175,53.5,17.48,Muscle Gain
19,150,61.2,27.22,Weight Loss
45,158,46.2,18.5,Maintain
36,189,65.7,18.38,Muscle Gain
54,184,87.2,25.77,Weight Loss
53,150,41.2,18.3,Muscle Gain
39,186,82.3,23.79,Maintain
48,187,58.3,16.67,Muscle Gain
49,182,78.9,23.83,Maintain
47,187,84.6,24.18,Maintain
51,187,91.6,26.19,Weight Loss
46,165,57.5,21.13,Maintain
39,183,73.1,21.84,Maintain
55,150,46.3,20.59,Maintain
19,167,59.6,21.36,Maintain
53,161,50.6,19.54,Maintain
51,160,74.0,28.91,Weight Loss
25,154,56.5,23.84,Maintain
47,177,89.9,28.69,Weight Loss
41,152,50.7,21.96,Maintain
39,160,52.5,20.52,Maintain
41,154,41.3,17.43,Muscle Gain
20,183,94.0,28.07,Weight Loss
22,156,42.6,17.49,Muscle Gain
23,159,68.4,27.06,Weight Loss
29,177,88.7,28.3,Weight Loss
43,163,60.9,22.94,Maintain
48,185,78.7,22.99,Maintain
51,165,47.7,17.53,Muscle Gain
28,167,47.0,16.85,Muscle Gain
45,169,78.2,27.39,Weight Loss
51,151,62.2,27.27,Weight Loss
59,154,58.8,24.81,Maintain
34,156,43.2,17.77,Muscle Gain
53,178,54.9,17.34,Muscle Gain
39,176,52.2,16.84,Muscle Gain
29,168,89.6,31.73,Weight Loss
22,155,41.2,17.14,Muscle Gain
25,177,65.7,20.97,Maintain
19,180,87.6,27.03,Weight Loss
58,174,83.8,27.68,Weight Loss
24,178,93.0,29.34,Weight Loss
23,168,75.8,26.86,Weight Loss
39,169,85.7,30.0,Weight Loss
53,170,78.4,27.12,Weight Loss
33,159,62.9,24.87,Maintain
52,170,52.5,18.15,Muscle Gain
34,167,48.4,17.34,Muscle Gain
55,165,53.0,19.48,Maintain
40,181,66.6,20.34,Maintain
26,175,54.7,17.86,Muscle Gain
39,158,42.2,16.92,Muscle Gain
40,167,58.1,20.83,Maintain
41,177,54.4,17.36,Muscle Gain
23,183,57.9,17.3,Muscle Gain
27,187,86.6,24.76,Maintain
20,157,70.9,28.76,Weight Loss
23,163,73.1,27.5,Weight Loss
31,189,57.8,16.19,Muscle Gain
46,163,51.0,19.19,Maintain
47,186,72.0,20.8,Maintain
46,155,44.8,18.66,Maintain
55,155,43.1,17.92,Muscle Gain
26,174,49.0,16.2,Muscle Gain
56,174,61.2,20.22,Maintain
44,153,39.6,16.93,Muscle Gain
46,163,53.6,20.17,Maintain
34,186,94.2,27.24,Weight Loss
52,174,49.8,16.46,Muscle Gain
48,178,55.9,17.65,Muscle Gain
22,154,66.9,28.21,Weight Loss
60,172,66.9,22.62,Maintain
45,187,81.9,23.41,Maintain
32,155,67.4,28.04,Weight Loss
47,177,54.5,17.41,Muscle Gain
44,179,88.7,27.69,Weight Loss
56,153,73.9,31.55,Weight Loss
28,163,81.8,30.77,Weight Loss
56,155,69.5,28.91,Weight Loss
52,177,52.9,16.89,Muscle Gain
54,183,59.6,17.79,Muscle Gain
49,180,90.8,28.01,Weight Loss
42,166,83.3,30.23,Weight Loss
32,177,53.7,17.13,Muscle Gain
47,165,70.1,25.74,Weight Loss
36,157,68.1,27.63,Weight Loss
23,188,76.1,21.53,Maintain
52,165,64.8,23.8,Maintain
31,161,49.2,18.98,Maintain
40,166,48.4,17.55,Muscle Gain
32,172,53.6,18.12,Muscle Gain
50,168,46.4,16.45,Muscle Gain
58,177,55.2,17.61,Muscle Gain
59,179,90.5,28.23,Weight Loss
49,162,53.2,20.29,Maintain
48,174,83.4,27.56,Weight Loss
43,187,58.4,16.69,Muscle Gain
46,151,61.1,26.79,Weight Loss
46,184,69.0,20.39,Maintain
23,174,53.3,17.61,Muscle Gain
38,185,85.9,25.1,Weight Loss
59,174,78.4,25.9,Weight Loss
35,174,87.4,28.88,Weight Loss
43,159,59.2,23.42,Maintain
44,181,68.6,20.95,Maintain
25,182,73.8,22.28,Maintain
23,188,97.6,27.62,Weight Loss
35,184,85.9,25.38,Weight Loss
31,180,66.8,20.61,Maintain
18,186,82.9,23.97,Maintain
38,179,71.3,22.25,Maintain
29,187,62.8,17.95,Muscle Gain
29,177,75.7,24.15,Maintain
42,169,61.9,21.66,Maintain
46,189,89.8,25.14,Weight Loss
29,160,44.8,17.51,Muscle Gain
36,164,44.7,16.61,Muscle Gain
41,164,80.9,30.08,Weight Loss
57,156,67.9,27.92,Weight Loss
36,157,66.8,27.12,Weight Loss
36,175,57.7,18.85,Maintain
18,178,74.2,23.41,Maintain
49,150,60.8,27.04,Weight Loss
44,162,83.1,31.66,Weight Loss
28,173,52.3,17.47,Muscle Gain
27,169,50.4,17.66,Muscle Gain
27,164,64.7,24.05,Maintain
32,162,69.4,26.44,Weight Loss
32,179,55.6,17.36,Muscle Gain
58,190,112.2,31.08,Weight Loss
32,169,90.7,31.76,Weight Loss
30,161,58.7,22.66,Maintain
23,175,71.4,23.31,Maintain
20,176,58.9,19.02,Maintain
19,150,39.2,17.43,Muscle Gain
31,186,84.8,24.51,Maintain
45,171,79.1,27.06,Weight Loss
42,167,49.3,17.68,Muscle Gain
42,152,71.2,30.81,Weight Loss
22,188,75.4,21.32,Maintain
37,186,55.5,16.05,Muscle Gain
44,187,57.0,16.31,Muscle Gain
33,176,95.0,30.67,Weight Loss
19,165,70.4,25.86,Weight Loss
20,184,99.2,29.31,Weight Loss
20,167,63.6,22.81,Maintain
50,152,50.5,21.84,Maintain
25,188,62.3,17.63,Muscle Gain
50,154,47.0,19.81,Maintain
21,169,63.1,22.1,Maintain
48,174,52.8,17.44,Muscle Gain
45,190,64.0,17.72,Muscle Gain
20,186,98.3,28.41,Weight Loss
47,150,63.2,28.11,Weight Loss
40,184,71.3,21.06,Maintain
58,153,49.7,21.21,Maintain
29,160,54.5,21.29,Maintain
50,189,63.5,17.78,Muscle Gain
48,155,53.3,22.2,Maintain
23,157,63.0,25.57,Weight Loss
30,160,48.9,19.12,Maintain
20,175,53.6,17.5,Muscle Gain
18,164,63.4,23.56,Maintain
50,153,71.2,30.43,Weight Loss
24,188,64.5,18.24,Muscle Gain
56,182,54.1,16.34,Muscle Gain
31,181,54.5,16.64,Muscle Gain
22,174,62.5,20.63,Maintain
60,163,81.9,30.84,Weight Loss
27,188,102.0,28.87,Weight Loss
20,155,65.6,27.32,Weight Loss
48,186,62.3,18.02,Muscle Gain
38,175,83.2,27.18,Weight Loss
56,167,53.7,19.27,Maintain
30,181,97.3,29.71,Weight Loss
27,162,60.7,23.14,Maintain
54,180,57.9,17.88,Muscle Gain
38,167,47.1,16.9,Muscle Gain
43,186,102.4,29.6,Weight Loss
50,183,88.1,26.32,Weight Loss
45,187,71.0,20.3,Maintain
56,189,61.7,17.28,Muscle Gain
22,190,73.1,20.24,Maintain
30,183,104.8,31.28,Weight Loss
43,165,52.3,19.22,Maintain
36,176,87.0,28.08,Weight Loss
21,165,67.4,24.74,Maintain
58,172,51.0,17.24,Muscle Gain
42,161,69.0,26.63,Weight Loss
27,180,56.4,17.41,Muscle Gain
52,177,91.4,29.16,Weight Loss
50,176,55.4,17.89,Muscle Gain
52,187,110.3,31.54,Weight Loss
57,152,38.4,16.63,Muscle Gain
52,160,44.3,17.31,Muscle Gain
34,173,87.9,29.37,Weight Loss
32,188,106.3,30.07,Weight Loss
43,170,49.3,17.05,Muscle Gain
42,189,101.1,28.3,Weight Loss
54,169,69.7,24.4,Maintain
33,175,73.1,23.88,Maintain
54,158,45.0,18.02,Muscle Gain
24,150,67.4,29.94,Weight Loss
47,183,58.6,17.51,Muscle Gain
27,160,51.1,19.95,Maintain
25,187,108.9,31.15,Weight Loss
38,150,36.2,16.1,Muscle Gain
58,172,51.3,17.34,Muscle Gain
24,170,88.8,30.74,Weight Loss
27,185,73.5,21.48,Maintain
39,177,99.2,31.67,Weight Loss
36,159,42.1,16.65,Muscle Gain
47,172,82.8,27.98,Weight Loss
54,162,78.7,30.0,Weight Loss
26,156,42.7,17.56,Muscle Gain
24,175,81.1,26.48,Weight Loss
28,150,61.6,27.38,Weight Loss
25,151,40.7,17.83,Muscle Gain
35,177,69.1,22.06,Maintain
18,157,74.8,30.36,Weight Loss
54,167,47.3,16.97,Muscle Gain
43,156,42.1,17.3,Muscle Gain
51,164,74.8,27.82,Weight Loss
58,159,64.3,25.45,Weight Loss
44,154,45.7,19.26,Maintain
34,171,59.3,20.29,Maintain
36,158,69.1,27.66,Weight Loss
45,189,61.3,17.15,Muscle Gain
46,176,66.8,21.56,Maintain
31,170,49.0,16.97,Muscle Gain
59,155,63.9,26.6,Weight Loss
50,169,69.0,24.17,Maintain
25,162,60.9,23.19,Maintain
41,156,72.0,29.6,Weight Loss
24,176,53.5,17.26,Muscle Gain
46,170,89.6,31.02,Weight Loss
49,173,56.9,19.02,Maintain
20,152,68.9,29.81,Weight Loss
56,165,48.3,17.74,Muscle Gain
40,154,72.8,30.69,Weight Loss
33,158,68.2,27.31,Weight Loss
23,151,64.6,28.32,Weight Loss
58,177,63.3,20.2,Maintain
57,178,76.8,24.23,Maintain
29,172,49.1,16.61,Muscle Gain
48,155,59.1,24.6,Maintain
52,164,43.8,16.3,Muscle Gain
44,150,63.7,28.29,Weight Loss
24,174,69.2,22.85,Maintain
44,165,48.4,17.79,Muscle Gain
22,178,55.1,17.38,Muscle Gain
40,179,58.9,18.39,Muscle Gain
21,165,86.4,31.74,Weight Loss
45,175,54.7,17.86,Muscle Gain
33,160,42.2,16.5,Muscle Gain
45,169,67.4,23.61,Maintain
52,158,56.0,22.42,Maintain
28,172,64.0,21.63,Maintain
54,163,65.4,24.61,Maintain
19,177,66.1,21.1,Maintain
21,153,37.6,16.06,Muscle Gain
38,157,60.4,24.52,Maintain
23,155,64.9,27.03,Weight Loss
46,175,57.5,18.77,Maintain
43,188,111.1,31.43,Weight Loss
52,151,38.5,16.89,Muscle Gain
35,176,83.1,26.84,Weight Loss
54,158,48.9,19.6,Maintain
48,189,111.5,31.22,Weight Loss
18,153,49.1,20.97,Maintain
57,180,58.4,18.04,Muscle Gain
55,174,66.5,21.95,Maintain
51,156,58.1,23.86,Maintain
54,187,74.9,21.43,Maintain
56,183,59.3,17.71,Muscle Gain
56,167,63.0,22.59,Maintain
19,171,53.7,18.36,Muscle Gain
41,172,64.0,21.64,Maintain
41,182,75.7,22.84,Maintain
45,153,42.2,18.03,Muscle Gain
36,180,82.9,25.6,Weight Loss
58,161,48.4,18.69,Maintain
25,169,81.9,28.66,Weight Loss
53,189,57.9,16.22,Muscle Gain
39,163,76.9,28.94,Weight Loss
35,186,104.0,30.06,Weight Loss
40,182,58.7,17.71,Muscle Gain
41,170,62.7,21.69,Maintain
39,153,68.2,29.13,Weight Loss
23,161,46.2,17.84,Muscle Gain
41,154,49.2,20.76,Maintain
20,159,58.5,23.13,Maintain
19,158,77.3,30.98,Weight Loss
24,156,68.9,28.3,Weight Loss
57,168,73.8,26.15,Weight Loss
25,181,57.9,17.68,Muscle Gain
50,181,96.0,29.3,Weight Loss
51,164,43.4,16.14,Muscle Gain
32,190,64.9,17.97,Muscle Gain
55,171,74.8,25.58,Weight Loss
40,166,59.7,21.65,Maintain
56,177,90.2,28.8,Weight Loss
49,158,58.6,23.49,Maintain
38,188,87.4,24.74,Maintain
19,150,36.5,16.23,Muscle Gain
28,167,54.7,19.6,Maintain
28,165,56.9,20.91,Maintain
32,174,92.9,30.67,Weight Loss
58,164,43.4,16.13,Muscle Gain
22,171,79.3,27.13,Weight Loss
50,188,100.4,28.4,Weight Loss
43,190,97.6,27.03,Weight Loss
27,160,59.8,23.37,Maintain
32,174,63.5,20.97,Maintain
42,180,90.0,27.78,Weight Loss
54,175,55.5,18.12,Muscle Gain
37,190,96.4,26.7,Weight Loss
22,165,79.8,29.32,Weight Loss
33,171,84.8,29.0,Weight Loss
36,171,67.8,23.18,Maintain
43,185,91.1,26.63,Weight Loss
34,158,52.2,20.91,Maintain
19,179,71.4,22.28,Maintain
59,172,48.7,16.47,Muscle Gain
52,188,61.0,17.26,Muscle Gain
24,179,52.6,16.42,Muscle Gain
38,176,95.7,30.88,Weight Loss
18,187,60.5,17.3,Muscle Gain
